PID         USER              FD       TYPE      DEVICE                  SIZE/OFF   NODE     NAME
56741       root              112u     IPv4      0x8c34d26f92a07543      0t0        TCP      10.75.34.13:cslistener->45.55.122.20:64949 (CLOSED)
56741       root              113u     IPv4      0x2c57927f0b6c633f      0t0        TCP      10.75.34.13:64953->45.55.122.20:https (FIN_WAIT_2)
56741       root              114u     IPv4      0xe6fb5b02f59f50dc      0t0        TCP      10.75.34.13:57178->ord38s30-in-f1.1e100.net:https (ESTABLISHED)
56741       root              115u     IPv4      0x56181f00f7457b22      0t0        TCP      10.75.34.13:cslistener->ec2-18-116-22-140.us-east-2.compute.amazonaws.com:58090 (ESTABLISHED)
56741       root              116u     IPv4      0x5aefd88d97700145      0t0        TCP      10.75.34.13:58092->ec2-18-116-22-140.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              117u     IPv4      0xfb208e44680b0004      0t0        TCP      10.75.34.13:cslistener->ord38s33-in-f10.1e100.net:57181 (ESTABLISHED)
56741       root              118u     IPv4      0x9027637267b57fdf      0t0        TCP      10.75.34.13:57182->ord38s33-in-f10.1e100.net:https (ESTABLISHED)
56741       root              119u     IPv4      0xd76a505402b3fea6      0t0        TCP      10.75.34.13:cslistener->ec2-3-131-144-101.us-east-2.compute.amazonaws.com:58093 (ESTABLISHED)
56741       root              120u     IPv4      0x2591fdc5881c5500      0t0        TCP      *:* (CLOSED)
56741       root              121u     IPv4      0x6f66e022dd3e730a      0t0        TCP      10.75.34.13:58094->ec2-3-131-144-101.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              122u     IPv4      0xc0a75458dcd98083      0t0        TCP      10.75.34.13:cslistener->ord38s30-in-f1.1e100.net:57196 (ESTABLISHED)
56741       root              123u     IPv4      0x5e49a2cb04fab22d      0t0        TCP      10.75.34.13:57198->ord38s30-in-f1.1e100.net:https (ESTABLISHED)
56741       root              124u     IPv4      0x418a3d9ca230b3f4      0t0        TCP      10.75.34.13:cslistener->a1370dc23e25e46ce.awsglobalaccelerator.com:58095 (ESTABLISHED)
56741       root              125u     IPv4      0xd5c92e12b9464a8       0t0        TCP      *:* (CLOSED)
56741       root              126u     IPv4      0x1a1de943193a0795      0t0        TCP      *:* (CLOSED)
56741       root              127u     IPv4      0xc932d9324b7b271e      0t0        TCP      10.75.34.13:58096->a1370dc23e25e46ce.awsglobalaccelerator.com:https (ESTABLISHED)
56741       root              129u     IPv4      0xd55bb038234d4b46      0t0        TCP      10.75.34.13:cslistener->ord38s33-in-f10.1e100.net:57218 (ESTABLISHED)
56741       root              130u     IPv4      0x1827d298a0041c00      0t0        TCP      10.75.34.13:57223->ord38s33-in-f10.1e100.net:https (ESTABLISHED)
56741       root              131u     IPv4      0xed92819c9b2dda32      0t0        TCP      10.75.34.13:cslistener->172.217.2.46:57230 (ESTABLISHED)
56741       root              132u     IPv4      0xc212e7eab3f5f606      0t0        TCP      10.75.34.13:57232->172.217.2.46:https (ESTABLISHED)
56741       root              133u     IPv4      0x228eaac7091213f3      0t0        TCP      10.75.34.13:cslistener->server-18-160-225-73.ord58.r.cloudfront.net:58097 (ESTABLISHED)
56741       root              134u     IPv4      0x18c0a9837014f6db      0t0        TCP      10.75.34.13:58098->server-18-160-225-73.ord58.r.cloudfront.net:https (ESTABLISHED)
56741       root              135u     IPv4      0xcb136a3eb963bd0b      0t0        TCP      10.75.34.13:cslistener->ec2-3-131-144-101.us-east-2.compute.amazonaws.com:58099 (ESTABLISHED)
56741       root              136u     IPv4      0xee312f27e00d8cc       0t0        TCP      10.75.34.13:58100->ec2-3-131-144-101.us-east-2.compute.amazonaws.com:https (ESTABLISHED)
56741       root              137u     IPv4      0x9d9f7a4d7bb1a7a3      0t0        TCP      10.75.34.13:cslistener->ord37s35-in-f22.1e100.net:57354 (ESTABLISHED)
56741       root              138u     IPv4      0xb01f9f9fc1fa1126      0t0        TCP      10.75.34.13:57377->ord37s35-in-f22.1e100.net:https (ESTABLISHED)
56741       root              151u     IPv4      0x200f5918ff1f473c      0t0        TCP      10.75.34.13:cslistener->ord38s32-in-f3.1e100.net:57485 (ESTABLISHED)
56741       root              152u     IPv4      0xb7a7b1f5cd82450b      0t0        TCP      10.75.34.13:57487->ord38s32-in-f3.1e100.net:https (ESTABLISHED)
56741       root              153u     IPv4      0x13fe89d3d13b5776      0t0        TCP      10.75.34.13:cslistener->172.217.5.10:57486 (ESTABLISHED)
56741       root              154u     IPv4      0x7d8e37c6285bfa7       0t0        TCP      10.75.34.13:57488->172.217.5.10:https (ESTABLISHED)
56741       root              159u     IPv4      0xf594b2ff95bc9a58      0t0        TCP      10.75.34.13:cslistener->172.64.155.209:57507 (ESTABLISHED)
56741       root              160u     IPv4      0xcc03dc45f3d8eb99      0t0        TCP      10.75.34.13:57508->172.64.155.209:https (ESTABLISHED)
56741       root              165u     IPv4      0x843576990d9e792b      0t0        TCP      10.75.34.13:cslistener->104.18.35.23:55159 (ESTABLISHED)
56741       root              166u     IPv4      0xac52674db952534b      0t0        TCP      10.75.34.13:55160->104.18.35.23:https (ESTABLISHED)
56741       root              179u     IPv4      0x29cb4d82659cc47e      0t0        TCP      *:* (CLOSED)
56741       root              202u     IPv4      0x2568142f5f52b7ab      0t0        TCP      10.75.34.13:cslistener->ord38s30-in-f10.1e100.net:57838 (ESTABLISHED)
56741       root              203u     IPv4      0x945ffbd64bd83d91      0t0        TCP      10.75.34.13:57839->ord38s30-in-f10.1e100.net:https (ESTABLISHED)
64864       backupsys         21u      IPv4      0xc6c2a02773784742      0t0        TCP      10.75.34.13:52598->server-3-162-163-79.ord56.r.cloudfront.net:https (ESTABLISHED)
64864       backupsys         26u      IPv4      0x2718b9cc1f10eb1d      0t0        TCP      10.75.34.13:65072->server-108-156-120-83.ord56.r.cloudfront.net:https (CLOSE_WAIT)
64866       backupsys         45u      IPv4      0x69b34cabf0ec1c2a      0t0        UDP      10.75.34.13:33421->251.91.13.37:dns (ESTABLISHED)
72203       _trustd           16u      IPv4      0x2ccdc21d9561a7db      0t0        TCP      10.75.34.13:58087->usmes2-vip-bx-001.aaplimg.com:https (ESTABLISHED)
72223       root              14u      IPv4      0xe8566064a422552c      0t0        TCP      10.75.34.13:56221->ec2-52-41-245-179.us-west-2.compute.amazonaws.com:https (ESTABLISHED)
75875       backupsys         8u       IPv4      0x17564703fa43a2b       0t0        TCP      localhost:62931->localhost:62945 (ESTABLISHED)
75875       backupsys         12u      IPv4      0x59eb721fe0d50780      0t0        TCP      localhost:62931 (LISTEN)
76049       backupsys         3u       IPv4      0x8e50659708603c1a      0t0        TCP      localhost:62945->localhost:62931 (ESTABLISHED)
80734       backupsys         21u      IPv4      0xb00e4194eae7c25e      0t0        TCP      10.75.34.13:54300->172.67.74.64:https (CLOSE_WAIT)
80734       backupsys         26u      IPv4      0x45333e3e958376c8      0t0        TCP      10.75.34.13:54298->cdn-185-199-108-133.github.com:https (CLOSE_WAIT)
82182       backupsys         18u      IPv4      0xdb238b63da73d2bc      0t0        TCP      10.75.34.13:57942->13.107.246.38:https (CLOSE_WAIT)
82182       backupsys         23u      IPv4      0x69b34cabf0ec1c2a      0t0        TCP      10.75.34.13:50523->13.107.246.38:https (CLOSE_WAIT)
83249       backupsys         32u      IPv4      0x763bca531bc830f5      0t0        TCP      10.75.34.13:49557->104.46.162.226:https (ESTABLISHED)
83249       backupsys         49u      IPv4      0x8fd314f4e18adfd       0t0        TCP      10.75.34.13:52702->13.89.178.27:https (ESTABLISHED)
83249       backupsys         51u      IPv4      0xc4e9046750ae956b      0t0        TCP      10.75.34.13:49295->20.50.201.200:https (ESTABLISHED)
